new_id,commonNameZh,localNameZh,scientificName,fishType,bodyShape,rarityRank,imageUrl,icon_abs,photo_url,photo_source,matched_title_or_taxon,source_page,confidence,photo_status,photo_abs
077,花頭石斑,花頭斑,,石斑類,粗壯型,3,assets/fish/icons/generated/077.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\077.png,https://upload.wikimedia.org/wikipedia/commons/b/bb/Epinephelus_latifasciatus.jpg,Wikipedia-zh,寬帶石斑魚,https://zh.wikipedia.org/wiki/%E5%AF%AC%E5%B8%B6%E7%9F%B3%E6%96%91%E9%AD%9A,medium,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-077.jpg
078,香港石斑,青斑,Epinephelus akaara,石斑類,粗壯型,3,assets/fish/icons/generated/078.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\078.png,https://static.inaturalist.org/photos/67181260/large.jpeg,iNaturalist,Epinephelus akaara,taxon_id=49638,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-078.jpg
079,馬拉巴石斑,老虎斑,Epinephelus malabaricus,石斑類,粗壯型,3,assets/fish/icons/generated/079.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\079.png,https://static.inaturalist.org/photos/25405443/large.jpg,iNaturalist,Epinephelus malabaricus,taxon_id=100118,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-079.jpg
080,黑線石斑,黑線斑,,石斑類,粗壯型,3,assets/fish/icons/generated/080.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\080.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Cromileptes_altivelis_-_Paddelbarsch_-_Panther_grouper.jpg/1280px-Cromileptes_altivelis_-_Paddelbarsch_-_Panther_grouper.jpg,Wikipedia-zh,石斑魚,https://zh.wikipedia.org/wiki/%E7%9F%B3%E6%96%91%E9%AD%9A,medium,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-080.jpg
081,龍膽石斑,龍躉,Epinephelus lanceolatus,石斑類,粗壯型,3,assets/fish/icons/generated/081.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\081.png,https://static.inaturalist.org/photos/386562137/large.jpg,iNaturalist,Epinephelus lanceolatus,taxon_id=100111,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-081.jpg
082,箱魨,箱魨,Ostracion cubicum,礁棲觀賞類,圓筒型,4,assets/fish/icons/generated/082.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\082.png,https://inaturalist-open-data.s3.amazonaws.com/photos/228340980/large.jpg,iNaturalist,Ostracion cubicum,taxon_id=49378,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-082.jpg
083,扳機魚,炮彈魚,Balistoides viridescens,礁棲觀賞類,標準紡錘型,4,assets/fish/icons/generated/083.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\083.png,https://inaturalist-open-data.s3.amazonaws.com/photos/91080390/large.jpg,iNaturalist,Balistoides viridescens,taxon_id=123392,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-083.jpg
084,橙點馬面魨,馬面,Cantherhines pullus,礁棲觀賞類,標準紡錘型,3,assets/fish/icons/generated/084.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\084.png,https://inaturalist-open-data.s3.amazonaws.com/photos/599527615/large.jpg,iNaturalist,Cantherhines pullus,taxon_id=49275,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-084.jpg
085,長帆馬面魨,長帆馬面,Stephanolepis cirrhifer,礁棲觀賞類,標準紡錘型,3,assets/fish/icons/generated/085.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\085.png,https://inaturalist-open-data.s3.amazonaws.com/photos/454159082/large.jpeg,iNaturalist,Stephanolepis cirrhifer,taxon_id=418232,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-085.jpg
086,蝶魚,蝴蝶魚,Chaetodon marleyi,礁棲觀賞類,標準紡錘型,2,assets/fish/icons/generated/086.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\086.png,https://inaturalist-open-data.s3.amazonaws.com/photos/359692990/large.jpg,iNaturalist,Chaetodon marleyi,taxon_id=97173,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-086.jpg
087,鸚哥魚,鸚哥,Sparisoma viride,礁棲觀賞類,標準紡錘型,2,assets/fish/icons/generated/087.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\087.png,https://inaturalist-open-data.s3.amazonaws.com/photos/451417243/large.jpeg,iNaturalist,Sparisoma viride,taxon_id=112867,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-087.jpg
088,泥鯭,泥鯭,Siganus fuscescens,近岸草食類,標準紡錘型,2,assets/fish/icons/generated/088.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\088.png,https://inaturalist-open-data.s3.amazonaws.com/photos/459084177/large.jpg,iNaturalist,Siganus fuscescens,taxon_id=132412,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-088.jpg
089,三點雀鯛,三點姑娘魚,,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/089.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\089.png,,,,,not_found,missing,
090,天竺鯛,天竺鯛,Apogon imberbis,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/090.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\090.png,https://inaturalist-open-data.s3.amazonaws.com/photos/54291487/large.jpg,iNaturalist,Apogon imberbis,taxon_id=118514,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-090.jpg
091,星點笛鯛,星點紅友,Lutjanus stellatus,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/091.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\091.png,https://inaturalist-open-data.s3.amazonaws.com/photos/314617014/large.jpg,iNaturalist,Lutjanus stellatus,taxon_id=616955,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-091.jpg
092,橫帶小鯛,橫帶小鱲,Labrus viridis,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/092.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\092.png,https://inaturalist-open-data.s3.amazonaws.com/photos/225545021/large.jpg,iNaturalist,Labrus viridis,taxon_id=103914,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-092.jpg
093,沙鯛,沙鱲,,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/093.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\093.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Pagrus_major_Red_seabream_ja01.jpg/1280px-Pagrus_major_Red_seabream_ja01.jpg,Wikipedia-zh,真鯛,https://zh.wikipedia.org/wiki/%E7%9C%9F%E9%AF%9B,medium,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-093.jpg
094,油鯛,油甘魚,,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/094.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\094.png,https://upload.wikimedia.org/wikipedia/commons/1/1a/Take_away_sushi_here_comes_with_the_cutest_little_ampules_of_soy_sauce._Resealable_too%21_%2827461225666%29.jpg,Wikipedia-zh,醬油鯛,https://zh.wikipedia.org/wiki/%E9%86%AC%E6%B2%B9%E9%AF%9B,medium,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-094.jpg
095,火焰笛鯛,火焰紅友,Etelis coruscans,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/095.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\095.png,https://inaturalist-open-data.s3.amazonaws.com/photos/381328073/large.jpeg,iNaturalist,Etelis coruscans,taxon_id=410999,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-095.jpg
096,牙點鯛,牙點鱲,,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/096.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\096.png,https://upload.wikimedia.org/wikipedia/commons/0/0c/Cheilodipterus_artus1.jpg,Wikipedia-zh,縱帶巨牙天竺鯛,https://zh.wikipedia.org/wiki/%E7%B8%B1%E5%B8%B6%E5%B7%A8%E7%89%99%E5%A4%A9%E7%AB%BA%E9%AF%9B,medium,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-096.jpg
097,白鯛,白鱲,Diplodus lineatus,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/097.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\097.png,https://static.inaturalist.org/photos/28259662/large.jpg,iNaturalist,Diplodus lineatus,taxon_id=624073,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-097.jpg
098,約翰笛鯛,黃雞魚,,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/098.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\098.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Lutjanus_kasmira.jpg/1280px-Lutjanus_kasmira.jpg,Wikipedia-zh,笛鯛屬,https://zh.wikipedia.org/wiki/%E7%AC%9B%E9%AF%9B%E5%B1%AC,medium,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-098.jpg
099,紅樹笛鯛,紅衫公,Lutjanus argentimaculatus,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/099.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\099.png,https://static.inaturalist.org/photos/224966772/large.jpeg,iNaturalist,Lutjanus argentimaculatus,taxon_id=125802,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-099.jpg
100,紅鯛,紅鱲,Pagrus major,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/100.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\100.png,https://inaturalist-open-data.s3.amazonaws.com/photos/436455057/large.jpeg,iNaturalist,Pagrus major,taxon_id=132534,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-100.jpg
101,羅素笛鯛,紅友,Lutjanus russellii,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/101.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\101.png,https://inaturalist-open-data.s3.amazonaws.com/photos/83501289/large.jpg,iNaturalist,Lutjanus russellii,taxon_id=84539,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-101.jpg
102,赤鯛,赤鱲,,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/102.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\102.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Pagrus_pagrus.jpg/1280px-Pagrus_pagrus.jpg,Wikipedia-zh,赤鯛,https://zh.wikipedia.org/wiki/%E8%B5%A4%E9%AF%9B,medium,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-102.jpg
103,金線鯛,紅衫,Rhabdosargus sarba,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/103.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\103.png,https://inaturalist-open-data.s3.amazonaws.com/photos/452695506/large.jpeg,iNaturalist,Rhabdosargus sarba,taxon_id=245763,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-103.jpg
104,金線鯛王,大紅衫,,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/104.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\104.png,,,,,not_found,missing,
105,鋸緣雀鯛,鋸緣姑娘魚,,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/105.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\105.png,,,,,not_found,missing,
106,雀鯛,姑娘魚,Chromis chromis,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/106.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\106.png,https://static.inaturalist.org/photos/343571122/large.jpg,iNaturalist,Chromis chromis,taxon_id=118682,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-106.jpg
107,馬友鯛,馬友鱲,,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/107.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\107.png,,,,,not_found,missing,
108,黃尾笛鯛,黃尾紅友,Caesio cuning,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/108.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\108.png,https://inaturalist-open-data.s3.amazonaws.com/photos/244458288/large.jpg,iNaturalist,Caesio cuning,taxon_id=135225,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-108.jpg
109,黃尾雀鯛,黃尾姑娘魚,Microspathodon chrysurus,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/109.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\109.png,https://inaturalist-open-data.s3.amazonaws.com/photos/248693932/large.jpg,iNaturalist,Microspathodon chrysurus,taxon_id=49753,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-109.jpg
110,黃鰭鯛,黃腳鱲,Acanthopagrus latus,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/110.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\110.png,https://inaturalist-open-data.s3.amazonaws.com/photos/41426256/large.jpg,iNaturalist,Acanthopagrus latus,taxon_id=245762,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-110.jpg
111,黑沙鯛,黑沙鱲,,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/111.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\111.png,https://upload.wikimedia.org/wikipedia/commons/5/51/Black_seabream%28side.JPG,Wikipedia-zh,黑棘鯛,https://zh.wikipedia.org/wiki/%E9%BB%91%E6%A3%98%E9%AF%9B,medium,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-111.jpg
112,黑鯛,烏頭鱲,Spondyliosoma cantharus,鯛科/笛鯛類,標準紡錘型,2,assets/fish/icons/generated/112.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\112.png,https://inaturalist-open-data.s3.amazonaws.com/photos/531386046/large.jpg,iNaturalist,Spondyliosoma cantharus,taxon_id=118655,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-112.jpg
113,印度鯖,鯖魚,Rastrelliger kanagurta,鰺科/洄游類,標準紡錘型,2,assets/fish/icons/generated/113.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\113.png,https://inaturalist-open-data.s3.amazonaws.com/photos/254005025/large.jpg,iNaturalist,Rastrelliger kanagurta,taxon_id=133530,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-113.jpg
114,大眼竹筴魚,大眼竹筴,,鰺科/洄游類,標準紡錘型,2,assets/fish/icons/generated/114.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\114.png,,,,,not_found,missing,
115,大眼竹筴魚王,竹筴王,Selar crumenophthalmus,鰺科/洄游類,標準紡錘型,2,assets/fish/icons/generated/115.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\115.png,https://inaturalist-open-data.s3.amazonaws.com/photos/156581317/large.jpg,iNaturalist,Selar crumenophthalmus,taxon_id=47229,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-115.jpg
116,橙鰭銀腹鯧鰺,黃腳鯧鰺,Photopectoralis bindus,鰺科/洄游類,標準紡錘型,2,assets/fish/icons/generated/116.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\116.png,https://inaturalist-open-data.s3.amazonaws.com/photos/425931931/large.jpeg,iNaturalist,Photopectoralis bindus,taxon_id=347809,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-116.jpg
117,紫胸馬加鰆,馬加鰆,Rhinomuraena quaesita,鰺科/洄游類,標準紡錘型,2,assets/fish/icons/generated/117.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\117.png,https://inaturalist-open-data.s3.amazonaws.com/photos/50912229/large.jpg,iNaturalist,Rhinomuraena quaesita,taxon_id=111716,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-117.jpg
118,細鱗竹筴魚,細鱗竹筴,Alepes apercna,鰺科/洄游類,標準紡錘型,2,assets/fish/icons/generated/118.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\118.png,https://inaturalist-open-data.s3.amazonaws.com/photos/400119177/large.jpeg,iNaturalist,Alepes apercna,taxon_id=368836,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-118.jpg
119,金鰭鰺,金鰭瓜,Gnathanodon speciosus,鰺科/洄游類,標準紡錘型,2,assets/fish/icons/generated/119.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\119.png,https://inaturalist-open-data.s3.amazonaws.com/photos/361844564/large.jpeg,iNaturalist,Gnathanodon speciosus,taxon_id=194896,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-119.jpg
120,銀腹鯧鰺,鯧鰺,Leiognathus equula,鰺科/洄游類,標準紡錘型,2,assets/fish/icons/generated/120.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\120.png,https://inaturalist-open-data.s3.amazonaws.com/photos/72776138/large.jpg,iNaturalist,Leiognathus equula,taxon_id=1316670,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-120.jpg
121,長尾吞拿,吞拿,Thunnus tonggol,鰺科/洄游類,標準紡錘型,2,assets/fish/icons/generated/121.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\121.png,https://inaturalist-open-data.s3.amazonaws.com/photos/431555995/large.jpg,iNaturalist,Thunnus tonggol,taxon_id=188561,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-121.jpg
122,馬拉巴鰺,白瓜,Platycaranx malabaricus,鰺科/洄游類,標準紡錘型,2,assets/fish/icons/generated/122.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\122.png,https://inaturalist-open-data.s3.amazonaws.com/photos/396455734/large.jpeg,iNaturalist,Platycaranx malabaricus,taxon_id=1360058,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-122.jpg
123,黃尾擬鰺,黃尾瓜,,鰺科/洄游類,標準紡錘型,2,assets/fish/icons/generated/123.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\123.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Pseudocaranx_dentex_%28White_trevally%29.jpg/1280px-Pseudocaranx_dentex_%28White_trevally%29.jpg,Wikipedia-zh,黃帶擬鰺,https://zh.wikipedia.org/wiki/%E9%BB%83%E5%B8%B6%E6%93%AC%E9%B0%BA,medium,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-123.jpg
124,黃尾竹筴魚,竹筴,Trachurus novaezelandiae,鰺科/洄游類,標準紡錘型,2,assets/fish/icons/generated/124.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\124.png,https://inaturalist-open-data.s3.amazonaws.com/photos/14760631/large.jpeg,iNaturalist,Trachurus novaezelandiae,taxon_id=451739,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-124.jpg
125,黃條鰺,黃條瓜,Selaroides leptolepis,鰺科/洄游類,標準紡錘型,2,assets/fish/icons/generated/125.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\125.png,https://inaturalist-open-data.s3.amazonaws.com/photos/601623266/large.jpg,iNaturalist,Selaroides leptolepis,taxon_id=182585,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-125.jpg
